store_id,dept_id,rmsse,params
TX_3,FOODS_2,0.5971823599998654,"{'changepoint_range': 0.7, 'changepoint_prior_scale': 0.06247789677524686, 'holidays_prior_scale': 2.550800144637669, 'seasonality_mode': 'additive', 'yearly_order': 6, 'monthly_order': 18, 'weekly_order': 1, 'yearly_prior_scale': 0.44281915799631366, 'monthly_prior_scale': 3.246925034505076, 'weekly_prior_scale': 0.37269187070594567, 'snap_mode': 'multiplicative', 'price_mode': 'multiplicative', 'dom_mode': 'additive'}"
TX_3,FOODS_3,0.40068580366184103,"{'changepoint_range': 1.0, 'changepoint_prior_scale': 0.09134016371769932, 'holidays_prior_scale': 1.319248518540587, 'seasonality_mode': 'additive', 'yearly_order': 1, 'monthly_order': 2, 'weekly_order': 14, 'yearly_prior_scale': 0.24244558594650145, 'monthly_prior_scale': 0.17906685595576402, 'weekly_prior_scale': 0.5424398704578971, 'snap_mode': 'additive', 'price_mode': 'additive', 'dom_mode': 'additive'}"
TX_3,HOBBIES_1,0.6612804796021807,"{'changepoint_range': 0.95, 'changepoint_prior_scale': 0.7430321466756302, 'holidays_prior_scale': 0.11731244864409668, 'seasonality_mode': 'multiplicative', 'yearly_order': 6, 'monthly_order': 6, 'weekly_order': 7, 'yearly_prior_scale': 0.6847621906817167, 'monthly_prior_scale': 1.0750615906549075, 'weekly_prior_scale': 19.645592388478704, 'snap_mode': 'multiplicative', 'price_mode': 'multiplicative', 'dom_mode': 'additive'}"
TX_3,HOBBIES_2,0.9917000913932875,"{'changepoint_range': 0.95, 'changepoint_prior_scale': 0.2892482300352068, 'holidays_prior_scale': 0.14786623461566095, 'seasonality_mode': 'multiplicative', 'yearly_order': 20, 'monthly_order': 12, 'weekly_order': 15, 'yearly_prior_scale': 2.4924275038417414, 'monthly_prior_scale': 0.45045277042347753, 'weekly_prior_scale': 8.666387300713529, 'snap_mode': 'multiplicative', 'price_mode': 'multiplicative', 'dom_mode': 'multiplicative'}"
TX_3,HOUSEHOLD_1,0.612891647809715,"{'changepoint_range': 0.75, 'changepoint_prior_scale': 0.17745511869336367, 'holidays_prior_scale': 0.32709316821653983, 'seasonality_mode': 'additive', 'yearly_order': 20, 'monthly_order': 11, 'weekly_order': 1, 'yearly_prior_scale': 0.10350533250434131, 'monthly_prior_scale': 0.31328574101217904, 'weekly_prior_scale': 1.1483584940996423, 'snap_mode': 'additive', 'price_mode': 'multiplicative', 'dom_mode': 'multiplicative'}"
TX_3,HOUSEHOLD_2,0.5834399698261982,"{'changepoint_range': 0.85, 'changepoint_prior_scale': 0.007146988106410942, 'holidays_prior_scale': 0.10839659098322102, 'seasonality_mode': 'multiplicative', 'yearly_order': 1, 'monthly_order': 13, 'weekly_order': 10, 'yearly_prior_scale': 0.17937724114549947, 'monthly_prior_scale': 6.416707643471108, 'weekly_prior_scale': 11.044456447525347, 'snap_mode': 'additive', 'price_mode': 'additive', 'dom_mode': 'multiplicative'}"
WI_1,FOODS_1,0.6841121083568061,"{'changepoint_range': 0.7, 'changepoint_prior_scale': 0.40292575318828106, 'holidays_prior_scale': 0.11966022866906269, 'seasonality_mode': 'multiplicative', 'yearly_order': 13, 'monthly_order': 6, 'weekly_order': 3, 'yearly_prior_scale': 3.210762061449186, 'monthly_prior_scale': 6.160026244802912, 'weekly_prior_scale': 0.5339561591728363, 'snap_mode': 'multiplicative', 'price_mode': 'multiplicative', 'dom_mode': 'additive'}"
WI_1,FOODS_2,0.7489300071258009,"{'changepoint_range': 0.7999999999999999, 'changepoint_prior_scale': 0.3445530900412911, 'holidays_prior_scale': 2.5132505665285625, 'seasonality_mode': 'multiplicative', 'yearly_order': 2, 'monthly_order': 4, 'weekly_order': 9, 'yearly_prior_scale': 8.899728922554889, 'monthly_prior_scale': 12.807149880176802, 'weekly_prior_scale': 17.251315302874968, 'snap_mode': 'additive', 'price_mode': 'additive', 'dom_mode': 'additive'}"
WI_1,FOODS_3,0.3298441493086739,"{'changepoint_range': 0.85, 'changepoint_prior_scale': 0.0010186670105433613, 'holidays_prior_scale': 9.247472129365992, 'seasonality_mode': 'multiplicative', 'yearly_order': 15, 'monthly_order': 17, 'weekly_order': 3, 'yearly_prior_scale': 1.4102301132490414, 'monthly_prior_scale': 2.8307974891568866, 'weekly_prior_scale': 0.18387053120326471, 'snap_mode': 'additive', 'price_mode': 'additive', 'dom_mode': 'multiplicative'}"
WI_1,HOBBIES_1,0.43871018658665867,"{'changepoint_range': 0.95, 'changepoint_prior_scale': 0.03256785536776256, 'holidays_prior_scale': 0.12927345011927985, 'seasonality_mode': 'additive', 'yearly_order': 9, 'monthly_order': 1, 'weekly_order': 14, 'yearly_prior_scale': 0.18032145210096417, 'monthly_prior_scale': 16.83844612459875, 'weekly_prior_scale': 0.38312198560811334, 'snap_mode': 'multiplicative', 'price_mode': 'additive', 'dom_mode': 'additive'}"
